x,y,episode,step,progress,speed
5.0211,-1.3739,6,33,0.166,1.845
5.0532,-1.3706,6,34,0.171,1.881
5.0854,-1.3665,6,35,0.176,1.914
5.1178,-1.3617,6,36,0.181,1.946
5.1503,-1.3562,6,37,0.186,1.976
5.1829,-1.3501,6,38,0.191,2.004
5.2157,-1.3431,6,39,0.196,2.031
5.2485,-1.3355,6,40,0.201,2.055
5.2814,-1.3271,6,41,0.206,2.078
5.3143,-1.318,6,42,0.211,2.099
5.3473,-1.3082,6,43,0.216,2.118
5.3804,-1.2976,6,44,0.221,2.135
5.4134,-1.2863,6,45,0.226,2.15
5.4464,-1.2743,6,46,0.231,2.163
5.4795,-1.2615,6,47,0.236,2.174
5.5125,-1.2479,6,48,0.241,2.183
5.5454,-1.2336,6,49,0.246,2.19
5.5783,-1.2185,6,50,0.251,2.196
5.6111,-1.2027,6,51,0.256,2.199
5.6438,-1.1862,6,52,0.261,2.2
5.6765,-1.1688,6,53,0.266,2.199
5.7089,-1.1507,6,54,0.271,2.196
5.7413,-1.1319,6,55,0.276,2.192
5.7735,-1.1123,6,56,0.281,2.185
5.8055,-1.092,6,57,0.286,2.176
5.8374,-1.0708,6,58,0.291,2.165
5.869,-1.049,6,59,0.296,2.153
5.9005,-1.0264,6,60,0.302,2.138
5.9317,-1.003,6,61,0.307,2.121
5.9627,-0.9789,6,62,0.312,2.103
5.9934,-0.954,6,63,0.317,2.082
6.0238,-0.9284,6,64,0.322,2.06
6.0539,-0.902,6,65,0.327,2.036
6.0837,-0.8749,6,66,0.332,2.01
6.1132,-0.8471,6,67,0.337,1.982
6.1424,-0.8185,6,68,0.342,1.952
6.1712,-0.7893,6,69,0.347,1.92
6.1996,-0.7592,6,70,0.352,1.887
6.2277,-0.7285,6,71,0.357,1.852
6.2554,-0.697,6,72,0.362,1.816
6.2826,-0.6649,6,73,0.367,1.777
6.3094,-0.632,6,74,0.372,1.737
6.3358,-0.5984,6,75,0.377,1.696
6.3617,-0.5642,6,76,0.382,1.653
6.3871,-0.5292,6,77,0.387,1.608
6.412,-0.4936,6,78,0.392,1.563
6.4364,-0.4573,6,79,0.397,1.515
6.4604,-0.4204,6,80,0.402,1.466
6.4837,-0.3827,6,81,0.407,1.416
6.5066,-0.3445,6,82,0.412,1.365
6.5288,-0.3056,6,83,0.417,1.312
6.5505,-0.266,6,84,0.422,1.258
6.5716,-0.2258,6,85,0.427,1.203
6.5921,-0.185,6,86,0.432,1.147
6.612,-0.1436,6,87,0.437,1.09
6.6312,-0.1017,6,88,0.442,1.032
6.6498,-0.0591,6,89,0.447,0.973
6.6677,-0.0159,6,90,0.452,0.913
6.685,0.0278,6,91,0.457,0.852
6.7016,0.0721,6,92,0.462,0.791
6.7174,0.1169,6,93,0.467,0.729
6.7326,0.1623,6,94,0.472,0.666
6.747,0.2082,6,95,0.477,0.602
6.7607,0.2546,6,96,0.482,0.538
6.7737,0.3015,6,97,0.487,0.474
6.7859,0.3489,6,98,0.492,0.409
6.7973,0.3968,6,99,0.497,0.343
6.808,0.4451,6,100,0.503,0.278
6.8178,0.4939,6,101,0.508,0.212
6.8268,0.5431,6,102,0.513,0.146
6.8351,0.5928,6,103,0.518,0.079
6.8425,0.6428,6,104,0.523,0.013
6.849,0.6933,6,105,0.528,0.053
6.8547,0.7441,6,106,0.533,0.12
6.8596,0.7953,6,107,0.538,0.186
6.8636,0.8469,6,108,0.543,0.252
6.8667,0.8988,6,109,0.548,0.318
6.8689,0.951,6,110,0.553,0.383
6.8702,1.0036,6,111,0.558,0.448
6.8706,1.0564,6,112,0.563,0.513
6.8701,1.1095,6,113,0.568,0.577
6.8687,1.1629,6,114,0.573,0.641
6.8663,1.2165,6,115,0.578,0.704
6.8631,1.2704,6,116,0.583,0.767
6.8588,1.3244,6,117,0.588,0.828
6.8536,1.3787,6,118,0.593,0.889
6.8475,1.4332,6,119,0.598,0.95
6.8404,1.4878,6,120,0.603,1.009
6.8323,1.5426,6,121,0.608,1.068
6.8232,1.5975,6,122,0.613,1.125
6.8132,1.6525,6,123,0.618,1.182
6.8021,1.7076,6,124,0.623,1.237
6.7901,1.7628,6,125,0.628,1.291
6.7771,1.8181,6,126,0.633,1.344
6.763,1.8734,6,127,0.638,1.396
6.748,1.9287,6,128,0.643,1.447
6.7319,1.9841,6,129,0.648,1.496
6.7148,2.0394,6,130,0.653,1.544
6.6967,2.0947,6,131,0.658,1.591
6.6776,2.15,6,132,0.663,1.636
6.6575,2.2052,6,133,0.668,1.679
6.6363,2.2603,6,134,0.673,1.721
6.6141,2.3153,6,135,0.678,1.762
6.5908,2.3703,6,136,0.683,1.801
6.5666,2.425,6,137,0.688,1.838
6.5412,2.4796,6,138,0.693,1.874
6.5149,2.5341,6,139,0.698,1.908
6.4875,2.5883,6,140,0.704,1.94
6.4591,2.6424,6,141,0.709,1.97
6.4297,2.6962,6,142,0.714,1.999
6.3992,2.7497,6,143,0.719,2.026
6.3676,2.803,6,144,0.724,2.051
6.3351,2.856,6,145,0.729,2.074
6.3015,2.9087,6,146,0.734,2.095
6.2669,2.9611,6,147,0.739,2.114
6.2312,3.0131,6,148,0.744,2.132
6.1946,3.0647,6,149,0.749,2.147
6.1569,3.116,6,150,0.754,2.161
6.1182,3.1669,6,151,0.759,2.172
6.0784,3.2173,6,152,0.764,2.182
6.0377,3.2673,6,153,0.769,2.189
5.996,3.3169,6,154,0.774,2.195
5.9532,3.366,6,155,0.779,2.198
5.9095,3.4145,6,156,0.784,2.2
5.8647,3.4626,6,157,0.789,2.2
5.819,3.5101,6,158,0.794,2.197
5.7723,3.557,6,159,0.799,2.193
5.7247,3.6034,6,160,0.804,2.186
5.676,3.6492,6,161,0.809,2.178
5.6264,3.6944,6,162,0.814,2.168
5.5759,3.739,6,163,0.819,2.155
5.5244,3.7829,6,164,0.824,2.141
5.4719,3.8261,6,165,0.829,2.125
5.4186,3.8687,6,166,0.834,2.106
5.3643,3.9105,6,167,0.839,2.086
5.3091,3.9517,6,168,0.844,2.064
5.253,3.9921,6,169,0.849,2.041
5.196,4.0317,6,170,0.854,2.015
5.1382,4.0706,6,171,0.859,1.987
5.0794,4.1086,6,172,0.864,1.958
5.0199,4.1459,6,173,0.869,1.927
4.9594,4.1823,6,174,0.874,1.894
4.8981,4.2179,6,175,0.879,1.859
4.836,4.2526,6,176,0.884,1.823
4.7731,4.2865,6,177,0.889,1.785
4.7094,4.3195,6,178,0.894,1.745
4.6449,4.3515,6,179,0.899,1.704
4.5796,4.3826,6,180,0.905,1.662
4.5136,4.4128,6,181,0.91,1.617
4.4468,4.442,6,182,0.915,1.572
4.3793,4.4703,6,183,0.92,1.525
4.311,4.4975,6,184,0.925,1.476
4.2421,4.5238,6,185,0.93,1.426
4.1725,4.549,6,186,0.935,1.375
4.1022,4.5732,6,187,0.94,1.323
4.0312,4.5964,6,188,0.945,1.269
3.9596,4.6184,6,189,0.95,1.214
3.8873,4.6395,6,190,0.955,1.158
3.8145,4.6594,6,191,0.96,1.102
3.741,4.6782,6,192,0.965,1.044
3.667,4.6959,6,193,0.97,0.985
3.5924,4.7124,6,194,0.975,0.925
3.5173,4.7278,6,195,0.98,0.864
3.4416,4.7421,6,196,0.985,0.803
3.3655,4.7552,6,197,0.99,0.741
3.2888,4.7671,6,198,0.995,0.678
3.2117,4.7778,6,199,1.0,0.615
-4.6373,2.7055,7,0,0.0,0.0
-4.6599,2.7165,7,1,0.005,0.072
-4.6831,2.727,7,2,0.01,0.145
-4.7066,2.737,7,3,0.015,0.217
-4.7306,2.7465,7,4,0.02,0.289
-4.7549,2.7555,7,5,0.025,0.36
-4.7797,2.764,7,6,0.03,0.432
-4.8048,2.7719,7,7,0.035,0.503
-4.8303,2.7793,7,8,0.04,0.573
-4.8562,2.7861,7,9,0.045,0.643
-4.8824,2.7924,7,10,0.05,0.713
-4.909,2.7981,7,11,0.055,0.781
-4.9358,2.8032,7,12,0.06,0.85
-4.963,2.8077,7,13,0.065,0.917
-4.9905,2.8116,7,14,0.07,0.983
-5.0183,2.815,7,15,0.075,1.049
-5.0464,2.8177,7,16,0.08,1.113
-5.0747,2.8198,7,17,0.085,1.177
-5.1033,2.8212,7,18,0.09,1.24
-5.1321,2.822,7,19,0.095,1.301
-5.1612,2.8222,7,20,0.101,1.361
-5.1904,2.8217,7,21,0.106,1.42
-5.2199,2.8206,7,22,0.111,1.478
-5.2496,2.8188,7,23,0.116,1.534
-5.2794,2.8163,7,24,0.121,1.589
-5.3094,2.8132,7,25,0.126,1.643
-5.3396,2.8094,7,26,0.131,1.695
-5.3699,2.8049,7,27,0.136,1.745
-5.4003,2.7997,7,28,0.141,1.794
-5.4308,2.7938,7,29,0.146,1.841
-5.4614,2.7872,7,30,0.151,1.887
-5.4921,2.78,7,31,0.156,1.931
-5.5229,2.772,7,32,0.161,1.973
-5.5537,2.7633,7,33,0.166,2.013
-5.5846,2.7538,7,34,0.171,2.051
-5.6154,2.7437,7,35,0.176,2.088
-5.6463,2.7329,7,36,0.181,2.123
-5.6772,2.7213,7,37,0.186,2.156
-5.708,2.709,7,38,0.191,2.186
-5.7389,2.696,7,39,0.196,2.215
-5.7696,2.6822,7,40,0.201,2.242
-5.8003,2.6678,7,41,0.206,2.267
-5.8309,2.6526,7,42,0.211,2.29
-5.8615,2.6366,7,43,0.216,2.31
-5.8919,2.62,7,44,0.221,2.329
-5.9221,2.6026,7,45,0.226,2.345
-5.9523,2.5844,7,46,0.231,2.36
-5.9823,2.5656,7,47,0.236,2.372
-6.0121,2.546,7,48,0.241,2.382
-6.0417,2.5257,7,49,0.246,2.39
-6.0711,2.5046,7,50,0.251,2.395
-6.1003,2.4828,7,51,0.256,2.399
-6.1293,2.4603,7,52,0.261,2.4
-6.158,2.4371,7,53,0.266,2.399
-6.1865,2.4132,7,54,0.271,2.396
-6.2146,2.3885,7,55,0.276,2.391
-6.2425,2.3632,7,56,0.281,2.383
-6.2701,2.3371,7,57,0.286,2.374
-6.2974,2.3103,7,58,0.291,2.362
-6.3243,2.2828,7,59,0.296,2.348
-6.3508,2.2546,7,60,0.302,2.332
-6.377,2.2257,7,61,0.307,2.314
-6.4028,2.1961,7,62,0.312,2.294
-6.4282,2.1659,7,63,0.317,2.272
-6.4532,2.1349,7,64,0.322,2.247
-6.4778,2.1033,7,65,0.327,2.221
-6.5019,2.0711,7,66,0.332,2.192
-6.5255,2.0381,7,67,0.337,2.162
-6.5487,2.0045,7,68,0.342,2.129
-6.5714,1.9703,7,69,0.347,2.095
-6.5936,1.9354,7,70,0.352,2.059
-6.6153,1.8999,7,71,0.357,2.021
-6.6365,1.8637,7,72,0.362,1.981
-6.6571,1.827,7,73,0.367,1.939
-6.6772,1.7896,7,74,0.372,1.895
-6.6966,1.7516,7,75,0.377,1.85
-6.7155,1.7131,7,76,0.382,1.803
-6.7338,1.6739,7,77,0.387,1.755
-6.7515,1.6342,7,78,0.392,1.705
-6.7686,1.5939,7,79,0.397,1.653
-6.785,1.5531,7,80,0.402,1.6
-6.8008,1.5117,7,81,0.407,1.545
-6.8159,1.4698,7,82,0.412,1.489
-6.8304,1.4273,7,83,0.417,1.431
-6.8442,1.3844,7,84,0.422,1.373
-6.8572,1.3409,7,85,0.427,1.313
-6.8696,1.297,7,86,0.432,1.252
-6.8812,1.2526,7,87,0.437,1.189
-6.8921,1.2077,7,88,0.442,1.126
-6.9022,1.1623,7,89,0.447,1.062
-6.9116,1.1165,7,90,0.452,0.996
-6.9202,1.0703,7,91,0.457,0.93
-6.9281,1.0237,7,92,0.462,0.863
-6.9351,0.9767,7,93,0.467,0.795
-6.9414,0.9292,7,94,0.472,0.726
-6.9468,0.8814,7,95,0.477,0.657
-6.9514,0.8333,7,96,0.482,0.587
-6.9552,0.7847,7,97,0.487,0.517
-6.9581,0.7359,7,98,0.492,0.446
-6.9602,0.6867,7,99,0.497,0.374
-6.9615,0.6373,7,100,0.503,0.303
-6.9619,0.5875,7,101,0.508,0.231
-6.9614,0.5374,7,102,0.513,0.159
-6.96,0.4871,7,103,0.518,0.087
-6.9577,0.4366,7,104,0.523,0.014
-6.9545,0.3858,7,105,0.528,0.058
-6.9505,0.3348,7,106,0.533,0.13
-6.9455,0.2836,7,107,0.538,0.203
-6.9396,0.2322,7,108,0.543,0.275
-6.9327,0.1807,7,109,0.548,0.346
-6.925,0.129,7,110,0.553,0.418
-6.9163,0.0772,7,111,0.558,0.489
-6.9066,0.0252,7,112,0.563,0.56
-6.896,-0.0268,7,113,0.568,0.63
-6.8844,-0.0789,7,114,0.573,0.699
-6.8719,-0.1311,7,115,0.578,0.768
-6.8584,-0.1834,7,116,0.583,0.836
-6.844,-0.2357,7,117,0.588,0.904
-6.8285,-0.288,7,118,0.593,0.97
-6.8121,-0.3402,7,119,0.598,1.036
-6.7948,-0.3925,7,120,0.603,1.101
-6.7764,-0.4447,7,121,0.608,1.165
-6.757,-0.4969,7,122,0.613,1.227
-6.7367,-0.549,7,123,0.618,1.289
-6.7154,-0.601,7,124,0.623,1.349
-6.693,-0.6529,7,125,0.628,1.409
-6.6697,-0.7047,7,126,0.633,1.467
-6.6454,-0.7563,7,127,0.638,1.523
-6.6201,-0.8078,7,128,0.643,1.578
-6.5938,-0.8591,7,129,0.648,1.632
-6.5665,-0.9101,7,130,0.653,1.684
-6.5382,-0.961,7,131,0.658,1.735
-6.5089,-1.0116,7,132,0.663,1.784
-6.4786,-1.062,7,133,0.668,1.832
-6.4473,-1.1121,7,134,0.673,1.878
-6.415,-1.1618,7,135,0.678,1.922
-6.3817,-1.2113,7,136,0.683,1.965
-6.3475,-1.2605,7,137,0.688,2.005
-6.3122,-1.3093,7,138,0.693,2.044
-6.276,-1.3577,7,139,0.698,2.081
-6.2388,-1.4057,7,140,0.704,2.116
-6.2006,-1.4534,7,141,0.709,2.149
-6.1615,-1.5006,7,142,0.714,2.181
-6.1213,-1.5474,7,143,0.719,2.21
-6.0802,-1.5937,7,144,0.724,2.237
-6.0382,-1.6395,7,145,0.729,2.262
-5.9952,-1.6848,7,146,0.734,2.285
-5.9512,-1.7296,7,147,0.739,2.306
-5.9063,-1.7739,7,148,0.744,2.325
-5.8605,-1.8177,7,149,0.749,2.342
-5.8137,-1.8608,7,150,0.754,2.357
-5.766,-1.9034,7,151,0.759,2.369
-5.7174,-1.9453,7,152,0.764,2.38
-5.6679,-1.9867,7,153,0.769,2.388
-5.6175,-2.0274,7,154,0.774,2.394
-5.5662,-2.0674,7,155,0.779,2.398
-5.514,-2.1067,7,156,0.784,2.4
-5.4609,-2.1454,7,157,0.789,2.399
-5.407,-2.1833,7,158,0.794,2.397
-5.3522,-2.2205,7,159,0.799,2.392
-5.2966,-2.257,7,160,0.804,2.385
-5.2401,-2.2927,7,161,0.809,2.376
-5.1828,-2.3276,7,162,0.814,2.365
-5.1247,-2.3617,7,163,0.819,2.351
-5.0658,-2.395,7,164,0.824,2.336
-5.0061,-2.4275,7,165,0.829,2.318
-4.9456,-2.4591,7,166,0.834,2.298
-4.8844,-2.4899,7,167,0.839,2.276
-4.8223,-2.5197,7,168,0.844,2.252
-4.7596,-2.5487,7,169,0.849,2.226
-4.6961,-2.5768,7,170,0.854,2.198
-4.6319,-2.6039,7,171,0.859,2.168
-4.567,-2.6301,7,172,0.864,2.136
-4.5014,-2.6553,7,173,0.869,2.102
-4.4351,-2.6796,7,174,0.874,2.066
-4.3682,-2.7029,7,175,0.879,2.028
-4.3006,-2.7251,7,176,0.884,1.989
-4.2324,-2.7464,7,177,0.889,1.947
-4.1636,-2.7666,7,178,0.894,1.904
-4.0942,-2.7858,7,179,0.899,1.859
-4.0241,-2.8039,7,180,0.905,1.813
-3.9536,-2.821,7,181,0.91,1.764
-3.8824,-2.8369,7,182,0.915,1.715
-3.8108,-2.8518,7,183,0.92,1.663
-3.7386,-2.8656,7,184,0.925,1.61
-3.6659,-2.8782,7,185,0.93,1.556
-3.5928,-2.8897,7,186,0.935,1.5
-3.5191,-2.9001,7,187,0.94,1.443
-3.445,-2.9093,7,188,0.945,1.384
-3.3705,-2.9173,7,189,0.95,1.325
-3.2956,-2.9242,7,190,0.955,1.264
-3.2203,-2.9299,7,191,0.96,1.202
-3.1446,-2.9343,7,192,0.965,1.138
-3.0686,-2.9376,7,193,0.97,1.074
-2.9922,-2.9397,7,194,0.975,1.009
-2.9155,-2.9405,7,195,0.98,0.943
-2.8385,-2.9401,7,196,0.985,0.876
-2.7613,-2.9384,7,197,0.99,0.808
-2.6838,-2.9355,7,198,0.995,0.74
-2.606,-2.9313,7,199,1.0,0.671
